in,0,label,Having_@_symbol,Having_IP,Prefix_suffix_separation,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,statistical_report,tiny_url,web_traffic
228,http://fgts-inativados.com/vXs3P4pta6/pages/inter/index.php,1,0,0,1,0,0,2,1,1,1,0,1,0,1
229,http://it-maintenance.tripod.com/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
230,http://consultacontasinativa.com/gov/processa.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
231,http://extratoinativo.com/inativos/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
232,http://unimore.gr/shay/work/page/zip/secure/12120521a7245f21cec4ea331e4498b7/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
233,https://security-update-center.serverlux.me/signin/?country.xMessage-Id:,1,0,0,1,0,2,2,1,1,1,0,0,0,1
234,http://webmupgrde060517.tripod.com/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
235,http://www.neymo.org/joomla/edu/zi.htm,1,0,0,0,0,2,0,1,1,1,0,0,0,1
236,http://nnconsultoria.com.br/Atendimento.Pessoa.Fisica23/atendimento_pessoa_fisica/criptografado/index1.php,1,0,0,0,0,1,1,1,1,1,0,1,0,1
237,http://nnconsultoria.com.br/Atendimento.Pessoa.Fisica26/atendimento_pessoa_fisica/criptografado/index1.php,1,0,0,0,0,1,1,1,1,1,0,1,0,1
238,http://loogin-recovery-account87.esy.es/confirmation/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
239,http://roadfitterapparel.com/uploads/coco/zi.htm,1,0,0,0,0,0,0,1,1,1,0,0,0,1
240,http://hydracsa.com/po/io/index.html,1,0,0,0,0,0,0,1,1,1,0,0,0,1
241,http://loogin-facebook-safety.esy.es/confirmation/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
242,http://service-info-il.hol.es/log1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
243,http://service-info-il.hol.es/facebook-confirmation,1,0,0,1,0,0,0,1,1,1,0,1,0,1
244,http://info-service-il.hol.es/log1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
245,http://info-service-il.hol.es/facebook-security,1,0,0,1,0,0,0,1,1,1,0,1,0,1
246,http://kingsupteded.com/squarespace/squar/KE11Y/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
247,http://blueappleassociates.com/Images/index_files/change/0.html,1,0,0,0,0,0,2,1,1,1,0,1,0,1
248,http://Summerseason.tavapirts.lv/dpp/index.html,1,0,0,0,0,2,0,1,1,1,0,1,0,1
249,http://sharkprojects.fruitfuldemo.com/css/Yahoologin.htm,1,0,0,0,0,2,2,1,1,1,0,1,0,1
250,http://www.cavazosengineering.com/cgi-bin./microsoft/,1,0,0,0,0,2,0,1,1,1,0,0,0,1
251,http://nnconsultoria.com.br/Atendimento.Pessoa.Fisica9/atendimento_pessoa_fisica/criptografado/index1.php,1,0,0,0,0,1,1,1,1,1,0,1,0,1
252,http://acct-cover-0899812.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
253,http://tumbuang-fb.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
254,http://bank.barclays.co.uk.olb.auth.loginlink.action.loginlink.action.loginlink.action.loginlink.action.onandoffagain.com/cloudit/,1,0,0,0,0,1,1,1,1,1,0,0,0,1
255,http://tehofilter.fi/www.cartaobndes.gov.br/,1,0,0,0,0,1,0,1,1,1,0,0,0,1
256,http://nnconsultoria.com.br/Atendimento.Pessoa.Fisica01/atendimento_pessoa_fisica/criptografado/index1.php,1,0,0,0,0,1,1,1,1,1,0,1,0,1
257,http://marcof.pro.br/acesso.criptografado4/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,1,0,0,0,0,1,1,1,1,1,0,0,0,1
258,http://desearch.co.uk/plugins/captcha/recaptcha/hmrc/revenue/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
259,http://xn--https-servio-85-omb.jelastic.regruhosting.ru/www.santander.com.br/br/Cadastramento/pessoa-fisica/santander-van-gogh/index1.php,1,0,0,1,0,1,1,1,1,1,1,0,0,1
260,http://www.lineyuy.cn/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
261,http://webmail-app-outlook-info.weebly.com,1,0,0,1,0,0,0,1,1,1,0,0,0,1
262,http://indexdateprofile.890m.com/match/info,1,0,0,0,0,0,0,1,1,1,0,1,0,1
263,http://zdcp.org/ali/feedback/login.alibaba.com/login.jsp.html?email=abuse@huawei.com,1,1,0,0,0,1,1,1,1,1,0,1,0,1
264,http://www.bsgodenderleeuw.be/ikoi.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
265,http://sol-manager.fr/raiffeisien/ebanking/login.php,1,0,0,1,0,0,0,1,1,1,0,1,0,1
266,https://www.wifibkk.com/wp-content/themes/js/nab/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
267,http://notice-payment.invoiceappconfirmation.com/Login.php?sslchannel=true&sessionid=5q5rojiffcGR47H27GwUn2pT24pJLsTRSYjhhBwxOdoSk6VrNrmauL3xQshBVatO9M5qoCYcQn5at0Cg,1,0,0,1,0,2,1,1,1,1,0,0,0,1
268,http://sitesumo.com/outlook-app/main.html,1,0,0,0,0,0,0,1,1,1,0,0,0,1
269,http://www.r129motoring.com/SLWerks.com/wp-includes/js/tinymce/themes/modern/default/,1,0,0,0,0,2,1,1,1,1,0,0,0,1
270,http://novavidasamambaia.com.br/admin/ckeditor/plugins/link/linkedin.com/,1,0,0,0,0,2,2,1,1,1,0,0,0,1
271,http://academica.pt/U/mail.htm?_pageLabel=page_logonform&amp;cmd=LOB=RBGLogon&amp;secured_page=,1,0,0,0,0,0,1,1,1,1,0,0,0,1
272,http://academica.pt/U/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page,1,0,0,0,0,0,1,1,1,1,0,0,0,1
273,http://www.bestsearch.info/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
274,http://innovateapp.ru/inj/1au/03.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
275,http://ovtoc.com/wp-content/themes/Astra/images/webapps/mpp/home/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=7a9fa49f42effcc5f28cb61b89e02e59,1,0,0,0,0,0,1,1,1,1,0,0,0,1
276,http://www.ellepimmobiliare.it/www.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/aplicativos/index1.php,1,0,0,0,0,1,1,1,1,1,0,0,1,1
277,"http://www.ellepimmobiliare.it/www.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/aplicativos/index1.php?17,05,42,am,000000,29,2017,q,01,/admin.asp",1,0,0,0,0,1,1,1,1,1,0,0,1,1
278,http://env-9019617.jelastic.regruhosting.ru/libraries/legacy/access/system.php,1,0,0,1,0,1,1,1,1,1,0,0,0,1
279,http://ambrosiabanquethall.com/mtdocss/index.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
280,http://depatmens-recons002.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
281,https://secure-notification-pagesfb-inc.com/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
282,http://gispi.in/serv/update.account.online/,1,0,0,0,0,2,0,1,1,1,0,0,0,1
283,http://saedds4343354.esy.es/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
284,http://acct-recover7895345546.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
285,http://www.ssmh.cz/puvodni/alaba/aligranny.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
286,http://freshinktattoostudio.com.au/wp-includes/opt.php,1,0,0,0,0,2,2,1,1,1,0,1,0,1
287,http://www.syscan-id.com//tmp/install_4e01bd078ea7d/admin/views/Unibe.php,1,0,0,1,1,2,2,1,1,1,0,0,0,1
288,http://caixa.fgtsliberado2017.com/consulta6347674/index.php?consulta=VNX93ATTVNX9V3ML-VNX9V3MLV3ML-EN3IV3ML,1,0,0,0,0,2,1,1,1,1,0,1,0,1
289,http://acct-recover7895345.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
290,http://checkpoint-erorr-fb005.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
291,http://checkpoint-info-fb9t.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
292,http://support1213112.hol.es/log.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
293,http://support1213112.hol.es/facebook-security,1,0,0,0,0,0,0,1,1,1,0,1,0,1
294,http://recovery-account-fb-chekpoin-8108.esy.es/recovery/index.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
295,http://www.digitalworld.tv/store/sessions/asd654ds8ds45/0242ce5905/login.php,1,0,0,0,0,2,1,1,1,1,0,0,0,1
296,http://info-support-il.hol.es/log1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
297,http://info-support-il.hol.es/facebook,1,0,0,1,0,0,0,1,1,1,0,1,0,1
298,http://wish4job.com/page/musapdf.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
299,http://c0.16mb.com/k/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
300,http://orgcontalex.com.br/acesso.criptografado2/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,1,0,0,0,0,1,1,1,1,1,0,1,1,1
301,http://last-warning-fb1.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
302,https://www.digital-sms-online.com.br/rb001/apk/dll/,1,0,0,1,0,2,0,1,1,1,0,1,0,1
303,http://emaillsantander.com/mobile/app/manage.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
304,http://recover-fb01.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
305,http://olenelife.com/sessions/paypal/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=91ffc0e460604294b84a3009caf427d0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
306,http://cover-acct56467.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
307,http://safecheck-acct5151.esy.es/help/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
308,https://suspicous-payments-helping.com/webapps/a6d92/websrc,1,0,0,1,0,0,2,1,1,1,0,1,0,1
309,http://petektemizleme.biz.tr/index.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
310,http://pages-5566.hol.es/log1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
311,http://pages-5566.hol.es/facebook-security,1,0,0,1,0,0,0,1,1,1,0,1,0,1
312,https://secure-notification-fbpages-inc.com/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
313,http://goterbox33.esy.es/recovery-chekpoint-login.html,1,0,0,0,0,2,2,1,1,1,0,1,0,1
314,http://httpssecure.belhalfs.beget.tech/auth/auth/issues/,1,0,0,0,0,2,2,1,1,1,1,1,0,0
315,http://www.floraprive.com/zhi/Unibe.html,1,0,0,0,0,2,0,1,1,1,0,0,0,1
316,http://blancogris.com/Unibe.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
317,http://lacasadelcarpintec.com/smp/yahoop.html,1,0,0,0,0,0,0,1,1,1,0,0,0,1
318,http://www.cr-mufg-jp.win/service/visitors/asps/sinkitou,1,0,0,1,0,0,2,1,1,1,0,1,0,1
319,http://www.reo15.moe.go.th/reo15/components/Signin.php,1,0,0,0,0,1,2,1,1,1,0,0,0,0
320,http://onlinedecu.cba.pl/yahoo.php,1,0,0,0,0,2,0,1,1,1,0,0,0,0
321,http://bakekapw2.com/FOC.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
322,https://www.missalli.nl/images/banners/english-0/en/en/doss/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
323,http://fgts-caixa.cf/principal.php,1,0,0,1,0,0,0,1,1,1,0,1,0,1
324,https://excelsolarenergy.com/cgi/sign2/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
325,https://rattikagmr.in/cjf/neeew/new%20outlook/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
326,http://fractus.com/atendimento.santander.pessoa.fisica11/atendimento_pessoa_fisica/atualizar/index1.php,1,0,0,0,0,1,1,1,1,1,0,0,0,1
327,http://getthelps-recoveri-disables.esy.es/confirmations/index.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
328,https://newsvanguard.in/secure/BOA/home/confirm.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
329,http://festainfantilbh.com.br/central/images/casa_small.jpg,1,0,0,0,0,2,2,1,1,1,0,0,0,1
330,http://hormontant.se/wp-includes/css/picuter/www.pnc/page/verification/online/1/index.html,1,0,0,0,0,2,1,1,1,1,0,0,0,1
331,http://Usaa.doc.bizburrows.com,1,0,0,0,0,2,0,1,1,1,0,1,0,1
332,http://webdropbox.net/GOG/yGnHFKdhsd.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
333,http://pages-5564.hol.es/facebook-security,1,0,0,1,0,0,0,1,1,1,0,1,0,1
334,http://pages-5508.hol.es/log1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
335,http://pages-5508.hol.es/facebook-confirmation,1,0,0,1,0,0,0,1,1,1,0,1,0,1
336,http://ip55.ip-144-217-29.net/www.itau.com.br/CartaoMilhas/atendimento/chama.php,1,0,0,1,0,1,1,1,1,1,0,0,0,1
337,http://safety-check-893465.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
338,http://safety-check-938407.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
339,http://acct-recover67868.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
340,http://kalera-fb-scrty1.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
341,http://fppkdo.pspu.ru/error/058f0b949d02568411f89bf8/ppgoindexpage.php?.4dd9615a734b36b41e26ed685adf23cd,1,0,0,0,0,1,1,1,1,1,0,0,0,1
342,http://www.hotelcaucasia.com/login.php?cmd=login_submit&amp;id=dc452588d9ebc0096e9ced75833b4d88dc452588d9ebc0096e9ced75833b4d88&amp;session=dc452588d9ebc0096e9ced75833b4d88dc452588d9ebc0096e9ced75833b4d88,1,0,0,0,0,2,1,1,1,1,0,0,0,1
343,http://zovermedical.com.sa/blessed/aptgd/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
344,http://kancelaria24online.pl/logs/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
345,http://contact-support-fb.hol.es/verify/index.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
346,https://secretsofthemind.net/wp-includes/js/tinymce/plugins/paste/js/acc/d65fd/security/signin/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
347,http://fb-securityloginfo707txtinc.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
348,http://polymer-pipe.com/a,1,0,0,1,0,0,0,1,1,1,0,0,0,1
349,http://johnricerealtydadeville.com/image/adobepdf/91d471cc9840f4d3471602ee7aec0623/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
350,http://fb-safety-system2017.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
351,http://depatmens-recon2017.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
352,http://extratocontasinativas.com/web/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
353,http://marcof.pro.br/acesso.criptografado/cliente.conectado/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,1,0,0,0,0,1,1,1,1,1,0,0,0,1
354,http://sistemaconsultainativos.com/web/inter/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
355,http://fractus.com/pessoa_fisica_maio05/atendimento_pessoa_fisica/atualizar/index1.php,1,0,0,0,0,0,1,1,1,1,0,0,0,1
356,http://bigrichpoems.com/dr/filewords/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
357,http://bigrichpoems.com/doz/filewords/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
358,http://importradee.com/ju/abvto/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
359,http://asdgxfhxhxchxcxcvhhvhhf.blogspot.com/,1,0,0,0,0,0,0,1,1,1,0,0,1,1
360,http://fdhdfhdfhhfdfdhhdfhhfddfdf.blogspot.com/,1,0,0,0,0,0,0,1,1,1,0,0,1,1
361,http://adadaadjaldkadlhadlsajlshsaah.blogspot.com/,1,0,0,0,0,0,0,1,1,1,0,0,1,1
362,http://system-internos24hs.com/internas/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
363,http://re-sourceerror.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
364,http://miprofe.cl/wp-admin/network/rdr/5/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
365,http://vbly.us/2qtk,1,0,0,0,0,0,0,1,1,1,0,0,0,1
366,http://sicoob-conta.com/clientes/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
367,http://seapost.com.ua/img/Customerservicetill.htm,1,0,0,0,0,2,0,1,1,1,0,0,1,1
368,http://hjdjdk44d.net/mainbuding/aol/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
369,http://anywayrocks.org/cas.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
370,http://whautopilots.com/wp-content/uploads/CBT/chase/chase/card.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
371,http://er1cd13r.com/css/update.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
372,http://www.edleigh.co.za/wp-admin/css/colors/coffee/cas.html,1,0,0,0,0,1,2,1,1,1,0,0,0,1
373,http://www.zemo.org.ua/wp-includes/js/images/start.php,1,0,0,0,0,1,2,1,1,1,0,1,0,1
374,http://shib.ncsu.edu.nllt.cf/idp/profile/SAML2/POST/SSO%3bjsessionid=node016xk3r5433jv81iwht2ysid47t867465.node0%3fexecution=e1s1/,1,0,0,0,0,1,1,1,1,1,0,0,0,1
375,http://logs.en-action.com/accounts-login-confirmphp/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
376,http://aboutus.in/admin/outlook/validate/WebAdmin/Outlook%20Web%20App.htm,1,0,0,0,0,0,2,1,1,1,0,0,0,1
377,http://m-amir.com/egyteb/biz/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
378,http://sjlearning.com.my/assets/kcfinder/upload/no_user/files/xnowxoffnowxnowoffhd/Log/home/websc-login.php,1,0,0,0,0,2,1,1,1,1,0,0,0,1
379,http://wbmexed.com.ng/Exchange/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
380,http://phukien365.vn/Postepay/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
381,http://cart-si-titolari-20-17-efdgdf.dynamic-dns.net/red1/,1,0,0,1,0,0,2,1,1,1,0,0,0,1
382,http://support109381.hol.es/facebook-security,1,0,0,0,0,0,0,1,1,1,0,1,0,1
383,http://recovers-check-accounts.hol.es/recovery/recovery-chekpoint-login.html,1,0,0,1,0,2,1,1,1,1,0,1,0,1
384,http://recover-fb-warning01.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
385,http://fb-recover-10.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
386,http://owahelpsno.16mb.com/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
387,http://webmailhelpdeskstaff.000webhostapp.com/,1,0,0,0,0,0,0,1,1,1,0,0,0,0
388,http://purrfectphonesexjobs.com/!!..HXLaZaGsnp..!!//index.php,1,0,0,0,1,1,2,1,1,1,0,0,0,1
389,http://eagleinfotech.edu.sg/plugin/font-awesome/fonts/fontawesome-webfont.php,1,0,0,0,0,2,1,1,1,1,0,0,0,1
390,http://www.clickimagem.pt/modules/mod_banners/docume.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
391,http://www.riclogauto.96.lt/login.php,1,0,0,0,0,1,0,1,1,1,0,1,0,1
392,http://www.desertsportswear.com/bankofamerica.com/,1,0,0,0,0,2,0,1,1,1,0,0,0,1
393,http://dooglinn.beget.tech/pp1/web17asp/,1,0,0,0,0,0,0,1,1,1,0,0,0,0
394,http://lpmnuansa.undip.ac.id/pro/1/index.htm,1,0,0,0,0,1,0,1,1,1,0,0,0,0
395,http://lpmnuansa.undip.ac.id/pro/2/index.htm,1,0,0,0,0,1,0,1,1,1,0,0,0,0
396,http://m.facebook.com------------------login-secured.liraon.com/sign_in.htm,1,0,0,1,0,1,2,1,1,1,0,0,0,1
397,http://j-wearfetish.com/atendimento/caixa.gov.br/pages/inter/index.php,1,0,0,1,0,1,2,1,1,1,0,0,0,1
398,http://fgtscontasinativas.16mb.com/index.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
399,http://portalfgts.com/caixa.gov.br/pages/inter/index.php,1,0,0,0,0,1,2,1,1,1,0,1,0,1
400,http://103.236.137.117/caixa.gov.br/pages/inter/,1,0,1,0,0,1,0,1,1,1,0,0,0,1
401,http://normansfinejewelry.com/ASDE/QWAUTHW/asb.co.nz/index.htm,1,0,0,0,0,1,2,1,1,1,0,0,0,1
402,http://inhomecareidaho.com/wp-includes/news/dropbaka/07b4089c45eabdd3349d4d8ba473301a/pindex.php,1,0,0,0,0,0,1,1,1,1,0,0,0,1
403,http://mainepta.org/eme/gm/excel/excel/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
404,http://caixa.suportedeconsultafgtsliberado.com/consulta9104336/index.php?consulta=DLB4RNNPDLB4JO0U-DLB4JO0UJO0U-SJCEJO0U,1,0,0,0,0,2,1,1,1,1,0,1,0,1
405,http://www.saiastrology.com/sender/Leaves/filewords/index.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
406,http://notify-action-acct.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
407,http://fangtasiaphonesex.com/Godsgrace/Dropfile/,1,0,0,0,0,0,0,1,1,1,0,0,1,1
408,http://latitudeinfra.com/admin/uploade/01myfs/dada9b67bf59f6aadf1357adbdfc409a/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
409,https://boxmail-fullupgrade.com/secured/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
410,http://www.michaelsmolski.com/0w1/Owa/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
411,http://miprofe.cl/wp-admin/network/rdr/4/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
412,http://kesenianjawa.undip.ac.id/wp-content/plugins/ADOBE_YEAR_2017/index.htm,1,0,0,0,0,1,1,1,1,1,0,0,0,0
413,https://u.nu/zfy,1,0,0,0,0,0,0,1,1,1,0,0,0,1
414,http://tinyurl.com/lhzy2me,1,0,0,0,0,0,0,1,1,1,0,0,1,0
415,http://cover-acct789345.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
416,http://depatmens-recons001.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
417,http://carolyneslick.com/sos/Chase_Online.html,1,0,0,0,0,0,0,1,1,1,0,0,0,1
418,http://protecfb-error.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
419,http://cover-acct76483.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
420,http://attxn.net/m/cprodx.att.net/commonLogin/igate_edam/controller.html,1,0,0,0,0,1,2,1,1,1,0,1,0,1
421,http://bit.ly/2pKUTZ0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
422,http://assasasauysuysauysaysayasa.blogspot.com/,1,0,0,0,0,0,0,1,1,1,0,0,1,1
423,http://miprofe.cl/wp-admin/network/rdr/16/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
424,http://click.waw.pl/mas678ben,1,0,0,0,0,0,0,1,1,1,0,1,0,1
425,http://sac-uol-conteudo.byethost15.com/www.sac.uol.com.br/pagamento2/,1,0,0,1,0,1,2,1,1,1,0,0,0,1
426,http://sac-uol-conteudo.byethost15.com/www.sac.uol.com.br/pagamento2/index4.html,1,0,0,1,0,1,1,1,1,1,0,0,0,1
427,https://shastivelcotton.com/images/trash/Indexxatt/Indexxatt.htm,1,0,0,0,0,0,2,1,1,1,0,0,0,1
428,http://ring-my-bell.com/secure/nn/nn/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
429,http://cname.hub-web.com/proccesing-fbaccountss/login.php,1,0,0,1,0,2,2,1,1,1,0,0,0,1
430,http://h2hventures.co/styles/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
431,http://acessoseguroatodos.com/melhorandoonline/Urgente/SantanderSelect/index1.php,1,0,0,0,0,0,1,1,1,1,0,1,0,1
432,http://caixa.suportedeconsultafgtsliberado.com/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
433,http://ournepal.com/images/band_of_kathmandu/scarred/fomula1/ssControlPanel.htm,1,0,0,0,0,0,1,1,1,1,0,0,0,1
434,http://harigoindia.com/old-site/xx/ya/Yahoo.htm,1,0,0,0,0,0,0,1,1,1,0,0,0,1
435,Http://segurana.my-free.website/,1,0,0,1,0,0,0,1,1,1,1,1,0,0
436,https://secure.saginawheadstart.org/myaccount/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
437,http://04daa73b.ngrok.io/secured42/23e08230a93871fa650553ccdf54ecf7/signin/?country.x=&locale.x=_,1,0,0,0,0,1,1,1,1,1,0,0,0,1
438,http://kiwi-pools.com/dir8/confirm_identity.php?websrc=243374a7b0601c045a400a1fc1df789d&amp;dispatched=userInfo&amp;id=7064910741,1,0,0,1,0,0,1,1,1,1,0,1,0,1
439,http://pages-5507.hol.es/facebook-security,1,0,0,1,0,0,0,1,1,1,0,1,0,1
440,http://www.mir-holoda.by/price.files/match.html,1,0,0,1,0,1,0,1,1,1,0,0,0,1
441,http://support-fb-page.hol.es/logins.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
442,http://paranavida.com.br/fontz/logss/filewords/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
443,http://phpmatrimonialscript.in/wp-includes/SimplePie/css/BOA/qes.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
444,http://rccgpavilion.org/components/com_acymailing/controllers/js/fr/frebox158418/e1acec14bad70e2d1a80566e6c3108c4/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
445,http://doutorconsorcio.com.br/folder3/Arch/Arch/Archive/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
446,http://vuongquocsen.com/index.html.php?id=cGF1bC5jdW5uaW5naGFtQGNzYWEuY29tDQ==,1,0,0,0,0,2,1,1,1,1,0,0,0,1
447,http://www.sping-doo.si/Site_Seguro/www/Santander.com/br/Cliente=ID=/,1,0,0,1,0,2,2,1,1,1,0,0,0,1
448,http://safety-check-278836.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
449,http://qzsclothing.com/mailbox/Yah/T/Y1.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
450,http://recover-acct88000.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
451,http://last-warning-fb113.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
452,http://lexavierpartners.com/lex/info/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
453,http://mobile-free.kofoed-fr.com/Compte/93843687342927348376/8325682376834768237648/92029/d6b56/moncompte/,1,0,0,1,0,0,1,1,1,1,0,1,0,1
